id;name;address;city;state;postal_code;latitude;longitude;created_by;last_modified_by
1880;Pawon Bistro;Jl. Trunojoyo No. 62 Citarum��;;;;107.6118672;-6.9066812;System;System
1881;Bank BJB RSUD Palabuhanratu;Jl. Ahmad Yani No.2 Palabuhan Ratu Kec. Sukabumi Jawa Barat 43364;;;;106.5701927;-6.9769501;System;System
1882;Pawon Pitoe Resto;Jl. Telaga Bodas No. 48;;;;107.6207843;-6.9280433;System;System
1883;Bank BJB KCP Wisma Asri;Jl.Perjuangan No.8 Wisma Asri Teluk Picung Be;;;;107.0298618;-6.2127089;System;System
1884;Pawon Semarang;Jl. Panatayuda No.4;;;;107.6161645;-6.8977779;System;System
1885;Bank BJB KCP PASTEUR;Jl.Surya Sumantri No.37  Bandung;;;;107.58213;-6.8852935;System;System
1886;Pepes Ikan Mas Majalaya;Jl. Nanas No.41;;;;107.6312274;-6.9118822;System;System
1887;Bank BJB KCP PATROL;Jalan Raya Patrol RT/RW 002/001 Desa Patrol Lor, Kec. Patrol Kab. Indramayu;;;;108.0077112;-6.3150786;System;System
1888;Pepes Nasi Spesial Bu Mega;JL. Waringin, No. 21;;;;107.5910866;-6.9174271;System;System
1889;Bank BJB KCP PEMDA KAB. BEKASI;Kompleks Perkantoran Pemda Kabupaten Bekasi Desa Sukamahi Kec. Cikarang Pusat Kab. Bekasi 	021-89970147  	xKCP PEMDA KAB. BEKASI 	Kompleks Perkantoran Pemda Kabupaten Bekasi Desa Sukamahi Kec. Cikarang Pusat Kab. Bekasi;;;;107.1736516;-6.3648522;System;System
1890;Bank BJB KCP Pemda Subang;Jl.Dewi Sartika No.02 Subang;;;;107.762369;-6.5718819;System;System
1891;Pepi Pela Pepes Nasi;jalan kesehatan no.11;;;;107.5994908;-6.8952993;System;System
1892;Bank BJB KCP Margaasih;Jl. Jati Utama Blok A1 No.10 Margaasih Kabupa;;;;107.5638129;-6.9530067;System;System
1893;PEUKAN BILUY KAK ATI, R. M.;Jl. Aceh No. 22A;;;;107.6073635;-6.9105764;System;System
1894;Bank BJB KCP MANONJAYA;Jl.R.T.A Prawira Adiningrat Kab.Tasikmalaya;;;;108.2978582;-7.3501239;System;System
1895;Pintu Resto;Jl. Bengawan No. 78 Bandung;;;;107.6265677;-6.9067516;System;System
1896;Bank BJB KCP MEDAN SATRIA;Ruko Bulevar Hijau Blok B,C No.20 Bekasi;;;;106.9764703;-6.1845987;System;System
1897;SPBU 34.451.06; Jl. Raya Ciperna;;;;108.5259929;-6.7691406;System;System
1898;Poco Poco;JL. Cihampelas, No. 200;;;;107.6041813;-6.897448;System;System
1899;Bank BJB KCP PEMKAB CIANJUR;Jl.Siti Jaenab No.65 Kab.Cianjur;;;;107.1391178;-6.8203174;System;System
1900;SPBU 34.451.41;Jl. Kesungengan Lor;;;;108.4585515;-6.707355;System;System
1901;Rumah Makan Ponyo Malabar;Jl. Malabar No. 60;;;;107.623666;-6.9249269;System;System
1902;Bank BJB KCP MENES;Jl. Raya Pasar Menes Kab.Pandeglang;;;;106.8429066;-6.2612909;System;System
1903;ATM CIMB NIAGA (Cibinong);Jalan Mayor Oking J. A No.04 Bogor Indonesia 16124;;;;106.8558809;-6.4675732;System;System
1904;Rumah Makan Ponyo;JL. Raya Cinunuk No.186;;;;107.7295354;-6.936652;System;System
1905;Bank BJB KCP PEMKAB INDRAMAYU;Jl.Letjen.Soetoyo No. 7 Indramayu;;;;108.3228473;-6.3264329;System;System
1906;SPBU 34.451.42; Jl. Jl KH Wahid Hasyim Cipeujeuh;;;;108.802733;-7.0081495;System;System
1907;Rumah Makan Ponyo Nagreg;JL. Raya Bandung - Nagreg, Km. 35 RT. 003/03, Citaman;;;;107.8512487;-6.9923102;System;System
1908;Bank BJB KCP MERAK;Jl.R.E.Martadinata No. 15 Cilegon;;;;106.0463837;-5.991266;System;System
1909;ATM CIMB NIAGA (Robinson Cibinong City Point);Jl. HR Lukman, Lingkar Kayu Manis, Cibinong Bogor Indonesia 16917;;;;106.8530081;-6.4689108;System;System
1910;Ayam Goreng Priangan - Bandung;JL. Sarijadi, Blok 3, No. 1;;;;107.5815713;-6.872779;System;System
1911;Bank BJB KCP PEMKOT BANDUNG;JL.Wastukencana 21 Bandung;;;;107.6093338;-6.9097384;System;System
1912;SPBU 34.451.52; Jl. Jl Paneran Cakrabuana - Kepongpongan;;;;108.5204714;-6.7456751;System;System
1913;Ayam Kalasan Pringgodani;Jl. Cihampelas No. 97;;;;107.6045582;-6.8986361;System;System
1914;SPBU 34.451.09; Jl. Jl Raya Arjawinangun;;;;108.431815;-6.707679;System;System
1915;Raja Melayu;Jl. Citarum No. 10 Citarum ;;;;107.6132446;-6.901884;System;System
1916;ATM CIMB NIAGA (RS Sentra Medika);Jl. Mayor Oking Jaya Atmajaya No. 9 Cibinong Bogor Indonesia 16918;;;;106.864695;-6.4803284;System;System
1917;Goreng Ayam Raos;Jl. Cihampelas No.72;;;;107.6044086;-6.9014225;System;System
1918;Spbu Pertamina 34-45111;Jl. Raya Sunan Gunung Jati No 351 Gunungjati;;;;108.5409867;-6.7137814;System;System
1919;Ayam Penyet Ria;JL. WR. Supratman, No. 46;;;;107.6321273;-6.9094485;System;System
1920;Rumah Makan Riung Sari;Jl. Laks. Re. Martadinata No.22;;;;107.614569;-6.906716;System;System
1921;SPBU Cirebon LotteMart;Jl. Brigjen H. Darsono;;;;108.540842;-6.73285;System;System
1922;Jam Gadang;Istana Plaza, The Castle 3st Floor, JL. Pasir Kaliki, No. 121 - 123;;;;107.5981626;-6.9109971;System;System
1923;ATM CIMB NIAGA (PT Indokordsa/Branta Mulia);Jl. Pahlawan Citeureup Bogor, Jawa Barat 16810;;;;106.8747803;-6.5004938;System;System
1924;Sambel Coet Rumah Makan;Jl. Wastukencana No. 31 ;;;;107.6089472;-6.9078304;System;System
1925;ATM CIMB NIAGA (Indomaret DC Sentul);Jl. Raya Alternatif Sentul Km 46 Ciujung Kec Sukaraja Bogor, Indonesia 16810;;;;106.8371502;-6.5194599;System;System
1926;Sambal Dadak;JL. Dr. Djundjunan, No. 155;;;;107.587756;-6.894208;System;System
1927;ATM CIMB NIAGA (Palm Hill Golf);Jl. Sentul Desa Kadumanggu Indonesia 16810;;;;106.860755;-6.5433484;System;System
1928;Rm. Sari Sunda;Jalan Soekarno Hatta 479 B;;;;107.6233976;-6.9489121;System;System
1929;ATM CIMB NIAGA (Hotel Salak);Hotel Salak, Jl. Ir.H. Juanda No.8 Indonesia 16121;;;;106.794424;-6.5948032;System;System
1930;Sate Hadori;Jl. Lemahnendeut No.80;;;;107.5802378;-6.8825396;System;System
1931;ATM CIMB NIAGA (Sentul);JL. MH. Thamrin No.8 Bukit Sentul Indonesia 16810;;;;106.8438088;-6.5668295;System;System
1932;Sate Maulana Yusuf;Jl. LL RE Martadinata, No. 1721 Yogya Riau Lt. 3;;;;107.608216;-6.9146616;System;System
1933;ATM CIMB NIAGA (RS Pertamedika Sentul City);Jl. MH Thamrin Kav.57 Citaringgul Babakan Madang, Centul City Lantai Dasar Bogor Indonesia;;;;106.8641973;-6.5722442;System;System
1934;Sate Tegal Rumah Makan;JL. Doktor Djundjunan No. 150;;;;107.592373;-6.896924;System;System
1935;ATM CIMB NIAGA (Jungleland Sentul);ATM Center Jungleland Sentul,Kawasan Sentul Nirwana Bogor, West Java 16810;;;;106.8913549;-6.5731932;System;System
1936;Saung Cemara;Jl. Martanegara No.70;;;;107.522774;-6.639302;System;System
1937;ATM CIMB NIAGA (SPBU Batu Tulis Raya);Jl. Batu Tulis Raya No. 30, Bogor, 16131 Spbu 34-16114 Indonesia 16131;;;;106.807741;-6.6206981;System;System
1938;Rm. Sederhana;Jln Riau no 128;;;;107.6271695;-6.9113945;System;System
1939;ATM CIMB NIAGA (V Point);Jl. Raya Pajajaran No.1 Bogor Indonesia 16127;;;;106.8173408;-6.6215896;System;System
1940;Serba Asap Rumah Makan;JL. Ciburial, No. 13, Ciburial ;;;;107.6418924;-6.8556399;System;System
1941;ATM CIMB NIAGA (Gunung Geulis Country Club);Jl. Pasir Angin Indonesia 16720;;;;106.866277;-6.6224158;System;System
1942;Warung Sate Kambing Sidareja Pak Gino;L. Antapani, No. 8 B;;;;107.6389642;-6.914057;System;System
1943;ATM CIMB NIAGA (Hotel Aston);The Jungle Bogor Nirwana Residence, Jl. Dreded Pahlawan, Bogor Bogor;;;;106.7956149;-6.6343515;System;System
1944;RM. Simpang Raya;Jl. Raya Ir.H. Juanda No. 55;;;;107.6115162;-6.9016783;System;System
1945;ATM CIMB NIAGA (Rest Area Tol Jagorawi);Jl. Tol Jagorawi Kota Bogor, Jawa Barat;;;;106.8433777;-6.6363968;System;System
1946;Simpang Raya;Jl Dr Junjunan Husen ;;;;107.588023;-6.8949651;System;System
1947;ATM CIMB NIAGA (SPBU Puncak);Jl. Raya Cibogo Puncak Spbu 34-16706 Indonesia 16810;;;;106.8844021;-6.6505317;System;System
1948;Soto Ambengan;Pasar Baru Trade Center Lantai 6 No. 3-D, JL. Otto Iskandardinata;;;;107.6039781;-6.9176184;System;System
1949;ATM CIMB NIAGA (Alfa Express Harjasari);Jl. Raya Puncak No. 249 Rt. 05 Rw. 06 Kel. Seuseupan Kec. Ciawi Bogor Bogor, Indonesia 16750;;;;106.8555033;-6.6628954;System;System
1950;Restoran Sindang Reret;JL. Surapati, No. 53;;;;107.619837;-6.898982;System;System
1951;ATM CIMB NIAGA (ATM Center Cipayung);Jl. Raya Puncak Ciawi-Cipayung Bogor ( depan Cimori) Indonesia 16750;;;;106.9159968;-6.6606891;System;System
1952;Warung Soto Ayam Ambengan Pak Sadi;Jl. Pelajar Pejuang 45 No. 60 ;;;;107.6247472;-6.9304027;System;System
1953;ATM CIMB NIAGA (Hotel Parama);Jalan Labuan - Cianjur Bogor Jawa Barat 16146;;;;106.9171512;-6.6631485;System;System
1954;Soto Ambengan Simanalagi;Lantai 3 Festival City Link Jl. Peta;;;;107.5865294;-6.9292286;System;System
1955;ATM CIMB NIAGA (SPBU Mayjend H.E. Sukma, Bogor);cibinong Square Jl. Raya Bogor KM.44 Kota Bogor, Jawa Barat 16918;;;;106.8463021;-6.6902677;System;System
1956;Soto Ayam Bangkong;Jl. Buah Batu No. 270 Cijagra ;;;;107.6269796;-6.9427919;System;System
1957;ATM CIMB NIAGA (Alfamidi Cisarua);Jl. Labuan - Cianjur Cisarua Bogor, Jawa Barat 16750;;;;106.9373857;-6.6858354;System;System
1958;Soto Ayam;Jl. By Pass Nagreg-Rancaekek;;;;107.842228;-6.979117;System;System
1959;Plaza Asia;Jl. Kyai Haji Zaenal Mustofa No. 326 ;;;;108.2162884;-7.3428827;System;System
1960;Soto Kudus Mas Ayud;Jl. Buah Batu;;;;107.6238642;-6.9379877;System;System
1961;Yogya Tasik HZ;Jl.HZ..Mustafa no.124;;;;108.2189467;-7.3312155;System;System
1962;Soto Kudus Kliwon;Jl. Gandapura No.48;;;;107.6267822;-6.9122053;System;System
1963;Yogya Mitra Batik;Jl. Mitra Batik;;;;108.21483;-7.3193138;System;System
1964;Soto Kudus Pak Pur;Jl. Pangkur I No. 24 Turangga ;;;;107.624267;-6.9302022;System;System
1965;Mayasari Plaza;Jl. Kyai Haji Zaenal Mustofa No. 410;;;;108.2155467;-7.3274119;System;System
1966;RM.Soto Ojolali;Jl. Cibadak No. 89;;;;107.6023112;-6.9217469;System;System
1967;Dmall;Jalan Margonda Raya Kav. 88;;;;106.8266005;-6.3870015;System;System
1968;Soto Po;JL. Rama, No. 14;;;;107.5902782;-6.9075906;System;System
1969;Depok Town Square;Jl. Margonda Raya No.1;;;;106.8317695;-6.3726188;System;System
1970;Soto Sulung Mas Madu;Jl. Dr. Setiabudi No. 42 ;;;;107.5986929;-6.878315;System;System
1971;ITC Depok;Jalan Margonda Raya No. 56;;;;106.823249;-6.3924561;System;System
1972;Sudi Mampir;Rancaekek;;;;107.8028637;-6.9878127;System;System
1973;KFC Depok Mall (Matahari Depok);Jl. Margonda Raya, Kav 88;;;;106.8190314;-6.39997;System;System
1974;Sumber Hidangan;Jl. Braga No.20;;;;107.6098759;-6.9189604;System;System
1975;ATM CIMB NIAGA (Lotte Mart Bogor Yasmin);Jl. KH. Soleh Iskandar, Kedung Waringin Tanah Sereal Bogor Bogor Indonesia 16161;;;;106.7817103;-6.5578328;System;System
1976;Swarga Loka Restaurant;Jl. Sumatera No. 51 Citarum ;;;;107.6118977;-6.9066229;System;System
1977;Mall Cimanggis;Jalan Raya Bogor KM.30;;;;106.8585796;-6.3651437;System;System
1978;Syukur Resto Indomegah;Jl. Dr. Setiabudi No. 130A ;;;;107.5986842;-6.8783077;System;System
1979;ACE Center Margonda;Jl. Margonda Raya No. 166;;;;106.8278388;-6.3877485;System;System
1980;Talagasari Terrace Cafe;JL Dr. Setiabudhi, No. 269-275;;;;107.594208;-6.8797862;System;System
1981;ATM CIMB NIAGA (Surya Kencana);Jalan Surya Kencana No.196 Bogor West Java 16123;;;;106.8015426;-6.6066585;System;System
1982;Rm. Taliwang Lombok;Jl. Kalipah Apo No.80;;;;107.5993129;-6.923413;System;System
1983;Giant;Jl. Tole Iskandar RT.02/RW.08;;;;106.8519949;-6.4055214;System;System
1984;Kedai Teko;JL. Neglasari 4 40142;;;;107.7070165;-6.9159545;System;System
1985;ATM CIMB NIAGA (Golf Bogor Raya Estate);Jl. Golf Bogor Raya Estate Indonesia 16710;;;;106.8355584;-6.5981297;System;System
1986;Warung Laos;Jl. Dr. Eyckman No. 2;;;;107.6036089;-6.8955528;System;System
1987;Plaza Depok;Jl. Margonda Raya;;;;106.826591;-6.392647;System;System
1988;Warung Cepot;Jl. Pasirkaliki No.96;;;;107.5979518;-6.9091513;System;System
1989; Carrefour Dewi Sartika;Jl. Dewi Sartika No.9;;;;106.8169926;-6.3999403;System;System
1990;Warung Pepes Sadewaji;JL. Sadewa, No. 38;;;;107.5920538;-6.9063097;System;System
1991;ATM CIMB NIAGA (Bogor Pajajaran);JL. Pajajaran NO.33 (gunung Gede) Bogor Indonesia 16127;;;;106.7824078;-6.5934643;System;System
1992;Warung Patilele;Jl. Dipatiukur No.73 A;;;;107.6155854;-6.888918;System;System
1993;Pusat Perbelanjaan Depok Jaya;JL. Nusantara Raya, Beji Barat;;;;106.8143464;-6.3923646;System;System
1994;Warung Sate Kardjan;Jl. HOS Cokroaminoto (Pasir Kaliki) No.32;;;;107.5972684;-6.903282;System;System
1995;Depok Town Center;Jl.Sawangan Raya no.01;;;;106.793235;-6.394993;System;System
1996;Warung Sate Shinta;JL. Dr. Djunjunan, No. 164;;;;107.5884786;-6.895541;System;System
1997;ATM CIMB NIAGA (Bogor Indah Plaza);Jalan Baru Bogor West Java 16113;;;;106.7824077;-6.5584413;System;System
1998;Wong Solo;JL Insinyur Haji Juanda, No. 167;;;;107.6101479;-6.9063729;System;System
1999;MARGOCITY;Jl. Margonda Raya No.358;;;;106.834614;-6.37302;System;System
2000;Warung Wayangku;Jl. Jend Gatot Subroto No. 289 ;;;;107.6363873;-6.9259985;System;System
2001;ATM CIMB NIAGA Syariah (Bogor);Jl. Pajajaran No.70 Kota Bogor;;;;106.804818;-6.588275;System;System
2002;Mie Baso Akung;Jl. Lodaya No.123;;;;107.6251477;-6.9319517;System;System
2003;Pasar Segar Depok;Jl. Raya Tole Iskandar Blok Raden Saleh No.59;;;;106.8335018;-6.403061;System;System
2004;Bakso Malang Enggal;Jl. Terusan Pasteur No. 61;;;;107.5910264;-6.8968883;System;System
2005;ATM CIMB NIAGA (Papa Ronz Pizza );Jl. Raya Pajajaran Blok SMK Pembangunan No.26 Bogor Utara Kota Bogor, Jawa Barat 16153;;;;106.8051399;-6.5921678;System;System
2006;Batagor Lucky;Jl. Dr. Setiabudhi No.130-134;;;;107.5963633;-6.8741206;System;System
2007;Cinere Bellevue Mall;Jalan Merawan No. 84;;;;106.7822627;-6.3173473;System;System
2008;BATAGOR RIRI;Jalan Burangrang No. 41;;;;107.6195196;-6.9276312;System;System
2009;ATM CIMB NIAGA (Klinik Pelita Sehat);Jl. Bangbarung Raya Bogor Kota Bogor, Indonesia 16153;;;;106.8138217;-6.5822301;System;System
2010;Batagor Kopo 155;JL. Kopo Raya, No. 155;;;;107.5905061;-6.9438721;System;System
2011;Sejahtera Plaza;JL. Samuji, No. 50-55;;;;108.3561729;-7.331907;System;System
2012;Alibaba Cafe;JL Ir. H. DJuanda;;;;107.6103822;-6.9045913;System;System
2013;Kabupaten Cirebon;Bumi Asri Dawuan Kecamatan Tengah Tani;;;;108.527023;-6.69426;System;System
2014;Batagor Yeye;JL. Buahbatu No. 147;;;;107.6275031;-6.9417435;System;System
2015;ATM CIMB NIAGA;Jl. Perintis Kemerdekaan Bogor Kota Bogor, Indonesia 16112;;;;106.7880994;-6.5926916;System;System
2016;Dago Terrace Resto & Café;Jl. Ir. H. Juanda No. 139A;;;;107.6138984;-6.8883333;System;System
2017;Masjid Asy Syifa;Bojong Asih, Dayeuhkolot;;;;-6.9866638;-6.9866638;System;System
2018;Baso Malang Seroja;Jl. Telekomunikasi, Bandung, Jawa Barat;;;;107.6292921;-6.9740196;System;System
2019;Mesjid Agung Majalaya;Jln Laswi;;;;107.7602036;-7.0489725;System;System
2020;BASO MANDEEP;Jl. Surya Sumantri;;;;107.5813356;-6.8862041;System;System
2021;ATM CIMB NIAGA (RS Azra Bogor);Jl. Raya Pajajaran No.219 Bogor Kota Bogor, Indonesia 16153;;;;106.8070304;-6.578559;System;System
2022;BASO MIE AKIM;Jl. Rama No.3;;;;107.5904276;-6.9082604;System;System
2023;Masjid Al Fathu;JL. Raya Soreang, Km 17 Soreang;;;;107.5274963;-7.0250089;System;System
2024;BASO NUKLIR;Jl. W.R. Contong No.3;;;;107.5331159;-6.8829346;System;System
2025;Masjid At Taqwa;Ciseke, Pangalengan;;;;107.573018;-7.184695;System;System
2026;BASO PANGHEGAR;Jl. Holis No.230A;;;;107.5743569;-6.9270941;System;System
2027;ATM Bank Internasional Indonesia (Bank BII);JL. Pajajaran, No. 20 (28 L) 16142;;;;106.8108606;-6.5749965;System;System
2028;BATAGOR ABUY;Jl. Paledang 66/ 16B;;;;107.6152178;-6.9249333;System;System
2029;Mesjid Jamie Miftahul Khoir;Jl. Caringin Babakan Ciparay Bandung, Jawa Barat 40223;;;;107.5804243;-6.9449447;System;System
2030;BATAGOR BURANGRANG;Jl. Burangrang No. 7 Bandung;;;;107.6198566;-6.9242257;System;System
2031;Masjid Agung Cipta Rasa;Jln. Keraton kasepuhan 43 Kecamatan Lemahwungkuk;;;;108.571006;-6.726334;System;System
2032;BATAGOR CUPLIS;Jl. Veteran No.7;;;;107.6139958;-6.9185644;System;System
2033;Masjid Besar;JL. Cihanjuang 40513;;;;107.573748;-6.836016;System;System
2034;BATAGOR ISAN;Jl. Moh. Toha;;;;107.6149373;-6.964646;System;System
2035;MASJID AGUNG SUNAN GUNUNG JATI, Kabupaten Cirebon;Desa Astana, Kec. Gunung Jati;;;;108.5428069;-6.671941;System;System
2036;C59;Jl. Merak No.2;;;;107.6204189;-6.8985492;System;System
2037;Masjid Agung Sumber;Sumber,Cirebon, Jawa Barat;;;;108.4825545;-6.764308;System;System
2038;Cafe Bar Mu;Jl. Sukajadi no. 137-139;;;;107.5960981;-6.8890665;System;System
2039;Yogya Department Store;Jalan Oto Iskandardinata;;;;107.7639525;-6.5665787;System;System
2040;BII ATM Carrefour Bekasi;Jl. Raya Bekasi Timur Carrefour Bekasi Blue Mall West Java 17144;;;;107.0084002;-6.2568182;System;System
2041;Masjid Merah Panjunan;JL. Kolektoran 45112;;;;108.5658719;-6.7175373;System;System
2042;ATM BJB;Jl. Lodaya No.16C Bandung, Jawa Barat 40262;;;;107.620189;-6.9289058;System;System
2043;Masjid Tejasuar;Jl. Tuparev (Depan PLN) Cirebon;;;;108.539973;-6.710374;System;System
2044;Bank BJB;Jl. Asia Afrika Sumur Bandung Kota Bandung, Jawa Barat 40112;;;;107.6148432;-6.9217164;System;System
2045;Jatinangor Town Square;Jalan Raya Jatinagor No. 150;;;;107.7718053;-6.934843;System;System
2046;ATM Bank BJB KCP Cihampelas;Jl. Cihampelas Bandung Jawa Barat 40116;;;;107.6052643;-6.9020739;System;System
2047;BII ATM KCP Padjajaran;Jl. Pajajaran Komp. Pertokoan, No. 20 (28 L) West Java 16143;;;;106.80467;-6.5929927;System;System
2048;Bengkel mobil Mercedes-benz;JL Soekarno Hatta, No. 727 Km. 6, 133640286;;;;107.6522507;-6.9417124;System;System
2049;Masjid AT-Taubah;Jl. Bahagia Gg. Aing, Cirebon;;;;108.5645825;-6.714164;System;System
2050;ATM BJB Syariah;Jl. Pelajar Pejuang 45 No.54 Bandung, Jawa Barat 40264;;;;107.6263949;-6.9311191;System;System
2051;Griya Plaza Sumedang;Jalan Mayor Abdul Rachman No 53;;;;107.9257109;-6.8400145;System;System
2052;ATM Bank BJB Pasar Baru Trade Center;Jl. Oto Iskandar Dinata Bandung Jawa Barat 40181;;;;107.6045058;-6.917795;System;System
2053;MESJID AR RAHMAN;Jl Evakuasi, Kab.Cirebon;;;;108.539642;-6.743892;System;System
2054;SPBU Pertamina 34-40238;Jl. Terusan Buah Batu Kota Bandung, 40266;;;;107.6380934;-6.9522484;System;System
2055;Masjid Yamp - Asrama Haji Cirebon;Asrama Haji Kab.Cirebon, Watu Belah Pasalaka,Weru Cirebon;;;;108.495991;-6.711962;System;System
2056;ATM Bank BJB Yogya Kepatihan;Jl. Kepatihan Bandung Jawa Barat 40251;;;;107.6056111;-6.923055;System;System
2057;BII ATM KCP Baranangsiang;Jl.Padjajaran No.78 N West Java 16143;;;;106.8108286;-6.6083359;System;System
2058;SB MART;Jl. Raya Lembang,Lembang,Kab. Bandung Bar. 40391;;;;-6.8137208;-6.8137208;System;System
2059;Masjid Nurul Huda;RW. 07 Warnasari Kesambi, kota cirebon;;;;108.557314;-6.7177568;System;System
2060;ATM Bank BJB Toserba Yogya Sunda;Jl. Sunda No.60 Bandung Jawa Barat 40182;;;;107.6184343;-6.9187164;System;System
2061;Taman Lalu Lintas Ade Irma Suryani Nasution;Jalan Belitung No. 1 Bandung Jawa Barat;;;;107.6141521;-6.9113585;System;System
2062;Alam Wisata Cimahi;"Alam Wisata Cimahi Jalan Kolonel Masturi KM 4 No.157 Jambudipa Cisarua Kab. Bandung Bar., Jawa Barat ";;;;107.5508577;-6.8404505;System;System
2063;ATM Bank BJB Kas Mobil Bandung;Jl. Sumur Bandung, Mobil Edukasi Bandung Jawa Barat 40111;;;;107.6082586;-6.9194926;System;System
2064;Pertamina 33-40101;Jalan A.H. Nasution Kota Bandung, 40194;;;;107.673503;-6.904457;System;System
2065;Sabuga;Jl. Tamansari No. 73 Bandung Jawa Barat;;;;107.6082463;-6.8861796;System;System
2066;Trans Studio Bandung;Jl. Gatot Subroto No. 289 Bandung Jawa Barat;;;;107.6365759;-6.9266811;System;System
2067;ATM BRI;Jln. Pelajar Pejuang Lengkong Kota Bandung, Jawa Barat 40264;;;;107.6274827;-6.9343205;System;System
2068;Bekasi Square;Jl. Jend. Ahmad Yani Kav. 1;;;;106.9896579;-6.2544212;System;System
2069;SPBU Pertamina;Jl. Laswi Kota Bandung, 40273;;;;107.630625;-6.922508;System;System
2070;BII ATM KCP Tajur;Jl. Raya Tajur No.65 Bogor Kota Bogor, Jawa Barat 16134;;;;106.8331229;-6.6388515;System;System
2071;Museum Pos Indonesia;Jalan Cilaki No. 47 Citarum Kota Bandung, Jawa Barat;;;;107.6197503;-6.9021403;System;System
2072;Masjid Asy Syahadatain;Pangurangan Wetan, Pangurangan;;;;108.4566429;-6.6170651;System;System
2073;ATM BRI Syariah;Jl. Suniaraja Bandung, Jawa Barat 40111;;;;107.6071545;-6.9150375;System;System
2074;Masjid Al-taqwa;Jalan RA. Kartini, Kecamatan Kejaksan, Kota Cirebon;;;;108.5584389;-6.7100367;System;System
2075;Museum Mandala Wangsit Siliwangi;Jl. Lembong No. 38, Braga Bandung Jawa Barat;;;;107.6112583;-6.9177146;System;System
2076;Bekasi Junction;Jl. Ir. H Juanda No. 115;;;;107.0027804;-6.2415909;System;System
2077;Museum Asia Afrika;JL. Asia Afrika, No 65, Jawa Barat;;;;107.6095152;-6.9212134;System;System
2078;MESJID AGUNG AL IMAM;Depan Alun-alun Majalengka;;;;108.224516;-6.851527;System;System
2079;Bengkel Mobil;Jl. Terusan Pasir Koja No.222, Bandung, jawa barat 40221;;;;107.5842956;-6.9270664;System;System
2080;Bekasi Cyber Park;Jl. KH. Noer Alie;;;;106.9911599;-6.2466704;System;System
2081;Mesjid Agung;Jl. Dalem Kaum No. 14 Alun Alun Bandung Jawa Barat;;;;107.5417009;-6.8728603;System;System
2082;Masjid Nurul Huda Kedung;Kab. Majalengka, Jawa Barat;;;;108.3159443;-6.6197074;System;System
2083;Museum Sri Baguda;Jl. BKR No.185 Bandung, Jawa Barat;;;;107.6034618;-6.9377645;System;System
2084;Masjid Raya Nyalindung;Jl. Sumedang-Kadipaten;;;;108.0407496;-6.7906682;System;System
2085;Patuha 43 Motor;JL Telaga Bodas, No. 43, Bandung, 40262;;;;107.6232412;-6.9293494;System;System
2086;AL-ISTIQOMAH;Desa Sadasari, Kecamatan Argapura;;;;108.330302;-6.880031;System;System
2087;Curug Omas;Lembang Kab. Bandung Bar., Jawa Barat;;;;107.6571636;-6.8344865;System;System
2088;Borobudur Plaza;Jl. IR. H. Juanda No.56;;;;107.016321;-6.247489;System;System
2089;Waduk Saguling;Bandung Barat, Jawa Barat, Indonesia;;;;107.4403242;-6.9266082;System;System
2090;AL-MUBAROKAH;Desa Kertarahayu, Kab.Majalengka;;;;108.3009175;-6.926742;System;System
2091;Gua Pawon;Desa Gunung Masigit, Cipatat Gunungmasigit Padalarang;;;;107.4198965;-6.8496626;System;System
2092;Blu Plaza;Jalan Chairil Anwar No.27-36;;;;107.0077974;-6.2562382;System;System
2093;Pertamina Spbu;bandung;;;;107.608242;-6.914864;System;System
2094;Mesjid AGUNG;Depan Alun-alun Ciamis;;;;108.4466245;-7.3113045;System;System
2095;Go! Wet Water Adventure;Jl. Southern Boulevard Kav. 1, Grand Wisata Bekasi Bekasi;;;;107.0488928;-6.2977803;System;System
2096;BII ATM Rancamaya Golf;Jl. Raya Sukabumi-Ciawi Rancamaya Golf Club House West Java 16123;;;;106.8219435;-6.6573834;System;System
2097;Vihara Dharma Jaya;Gg. Kalong, Kel. Bojong Rawa Lumbu, Bekasi;;;;107.1480096;-6.2480808;System;System
2098;BII ATM Giant Taman Yasmin, Bogor;Jl. KH Abdullah Bin Nuh Taman Yasmin West Java 16123;;;;106.7717862;-6.5576858;System;System
2099;Situ Gede Bekasi;Jl. Bojong Menteng Bekasi Jawa Barat;;;;106.977851;-6.2923147;System;System
2100;JAMI AL FALAH;Perbatasan Cisema-Karanganyar Desa Rancah, Kab Ciamis;;;;108.3230556;-7.3197222;System;System
2101;SPBU 31.401.01;Jl. Ir. H.Djuanda No.139 Coblong,Kota Bandung 40132;;;;107.612979;-6.890599;System;System
2102;Bekasi Trade Center;Jl. Hm Joyomartono;;;;107.0212101;-6.2585449;System;System
2103;Pertamina Spbu Ramdhan;Pungkur Regol;;;;107.6052406;-6.929682;System;System
2104;Al Hidayah;Desa Balong Sirnajaya, RT. 04 RW. 02, Rajadesa Kec. Ciamis;;;;108.4406859;-7.1881494;System;System
2105;Kebun Raya Bogor;Jalan Ir. Haji Juanda No.13;;;;106.7994301;-6.597755;System;System
2106;Masjid Bai'tul Mu'min;JL.Tolengas, Tomo Kab. Sumedang, Kec. Cisitu;;;;108.1625327;-6.7651256;System;System
2107;SPBU 34.40253;Jl. Soekarno-Hatta Kota Bandung, 40266;;;;107.625848;-6.94914;System;System
